Unnamed: 0,lt,sts,obj,cnt,nms,razm,obn,okn,classification
67,329200062224004627,Подача заявок,"Поставка медицинских расходных материалов (бумага для ЭКГ) для нужд  ГБУЗ ""ВОКПЦ №1""","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","97 739,40 ₽",05.06.2024,05.06.2024,17.06.2024,Товар
68,129300045324000017,Подача заявок,"Выполнение работ по регулярным перевозкам автомобильным транспортом по маршрутам № 101,  № 102 и № 103  на территории Новониколаевского муниципального района Волгоградской области",АДМИНИСТРАЦИЯ НОВОНИКОЛАЕВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ВОЛГОГРАДСКОЙ ОБЛАСТИ,"790 994,40 ₽",05.06.2024,05.06.2024,13.06.2024,Работа
69,229100000224000196,Подача заявок,Поставка хозяйственных товаров,ОТДЕЛЕНИЕ ФОНДА ПЕНСИОННОГО И СОЦИАЛЬНОГО СТРАХОВАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ВОЛГОГРАДСКОЙ ОБЛАСТИ,"28 050,00 ₽",05.06.2024,05.06.2024,14.06.2024,Товар
70,229100000224000195,Подача заявок,"Поставка  кресел-колясок с ручным приводом с дополнительной фиксацией

(поддержкой) головы и тела, в том числе для больных ДЦП",ОТДЕЛЕНИЕ ФОНДА ПЕНСИОННОГО И СОЦИАЛЬНОГО СТРАХОВАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ВОЛГОГРАДСКОЙ ОБЛАСТИ,"5 260 000,00 ₽",05.06.2024,05.06.2024,13.06.2024,Товар
71,229100000224000194,Подача заявок,"Поставка на ходунки с дополнительной фиксацией (поддержкой) тела, в том числе для больных детским церебральным параличом (ДЦП)",ОТДЕЛЕНИЕ ФОНДА ПЕНСИОННОГО И СОЦИАЛЬНОГО СТРАХОВАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ВОЛГОГРАДСКОЙ ОБЛАСТИ,"1 000 000,00 ₽",05.06.2024,05.06.2024,17.06.2024,Товар
72,329200062224004626,Подача заявок,Оказание услуг по проведению лабораторной диагностики,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","805 890,00 ₽",05.06.2024,05.06.2024,17.06.2024,Услуга
73,129200005324001681,Подача заявок,Поставка изделий медицинского назначения (катетеры для проведения ангиографии Лот 2),КОМИТЕТ ПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ В СФЕРЕ ЗАКУПОК ВОЛГОГРАДСКОЙ ОБЛАСТИ,"1 500 000,00 ₽",05.06.2024,05.06.2024,19.06.2024,Товар
74,329200062224004624,Подача заявок,Поставка продуктов питания (лот 87/55441 крупы),"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","168 924,28 ₽",05.06.2024,05.06.2024,17.06.2024,Товар
75,329200062224004623,Подача заявок,Поставка изделий медицинского назначения (аппарат искусственной вентиляции легких),"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","34 298,72 ₽",05.06.2024,05.06.2024,17.06.2024,Товар
76,329200062224004622,Подача заявок,Поставка форменного обмундирования,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","153 501,00 ₽",05.06.2024,05.06.2024,17.06.2024,Товар
77,129200005324001590,Подача заявок,Поставка лекарственного препарата для медицинского применения (МНН- Глекапревир+Пибрентасвир),КОМИТЕТ ПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ В СФЕРЕ ЗАКУПОК ВОЛГОГРАДСКОЙ ОБЛАСТИ,"19 839 859,20 ₽",29.05.2024,05.06.2024,13.06.2024,Товар
78,129300049224000028,Подача заявок,Благоустройство площадки для проведения праздничных линеек и других мероприятий на территории МКОУ СШ № 31,АДМИНИСТРАЦИЯ КАМЫШИНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ВОЛГОГРАДСКОЙ ОБЛАСТИ,"1 047 336,00 ₽",05.06.2024,05.06.2024,13.06.2024,Услуга
79,329200062224004621,Подача заявок,Поставка медицинской мебели,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","404 214,96 ₽",05.06.2024,05.06.2024,17.06.2024,Товар
80,329200062224004620,Подача заявок,Поставка двери противопожарной металлической,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","42 753,33 ₽",05.06.2024,05.06.2024,17.06.2024,Товар
81,329200062224004619,Подача заявок,Оказание услуг по оценке соответствия лифтов в форме периодического технического освидетельствования,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","45 166,67 ₽",05.06.2024,05.06.2024,17.06.2024,Услуга
82,129200005324001680,Подача заявок,"Поставка расходных материалов - Игла эндоскопическая, общего назначения, одноразового использования",КОМИТЕТ ПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ В СФЕРЕ ЗАКУПОК ВОЛГОГРАДСКОЙ ОБЛАСТИ,"1 269 150,30 ₽",05.06.2024,05.06.2024,13.06.2024,Товар
83,129200005324001679,Подача заявок,Оказание услуг по ремонту системы автоматики безопасности основного оборудования с заменой горелки сушильного барабана,КОМИТЕТ ПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ В СФЕРЕ ЗАКУПОК ВОЛГОГРАДСКОЙ ОБЛАСТИ,"3 100 000,00 ₽",05.06.2024,05.06.2024,14.06.2024,Услуга
84,329200062224004618,Подача заявок,Поставка моющих средств,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","270 461,70 ₽",05.06.2024,05.06.2024,17.06.2024,Товар
85,329100015824000120,Подача заявок,Поставка тренажеров для профессионального обучения для нужд ФГБОУ ВО ВолгГМУ Минздрава России,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ВОЛГОГРАДСКИЙ ГОСУДАРСТВЕННЫЙ МЕДИЦИНСКИЙ УНИВЕРСИТЕТ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ","5 498 380,31 ₽",05.06.2024,05.06.2024,14.06.2024,Товар
86,329200062224004617,Подача заявок,Оказание услуг по передаче неисключительных лицензионных прав на использование ранее установленного антивирусного программного обеспечения,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","964 454,40 ₽",05.06.2024,05.06.2024,17.06.2024,Услуга
87,329200062224004616,Подача заявок,Поставка защитных экранов для радиаторов отопления,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","450 982,99 ₽",05.06.2024,05.06.2024,17.06.2024,Товар
88,129200005324001678,Подача заявок,Поставка лекарственного препарата для медицинского применения  Энзалутамид,КОМИТЕТ ПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ В СФЕРЕ ЗАКУПОК ВОЛГОГРАДСКОЙ ОБЛАСТИ,"3 015 137,28 ₽",05.06.2024,05.06.2024,14.06.2024,Товар
89,329200062224004615,Подача заявок,Поставка изделий медицинского назначения (Конхотом с ложкообразными губками),"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","17 765,33 ₽",05.06.2024,05.06.2024,14.06.2024,Товар
90,329100024624000150,Подача заявок,Поставка продуктов питания (фрукты),"ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЦЕНТР РЕАБИЛИТАЦИИ ФОНДА ПЕНСИОННОГО И СОЦИАЛЬНОГО СТРАХОВАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ ""ВОЛГОГРАД""","2 338 000,00 ₽",05.06.2024,05.06.2024,14.06.2024,Товар
91,229100000224000193,Подача заявок,Поставка аппаратов слуховых заушных воздушной проводимости,ОТДЕЛЕНИЕ ФОНДА ПЕНСИОННОГО И СОЦИАЛЬНОГО СТРАХОВАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ВОЛГОГРАДСКОЙ ОБЛАСТИ,"3 983 115,79 ₽",05.06.2024,05.06.2024,13.06.2024,Товар
92,329200062224004608,Подача заявок,Поставка щебня,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","3 000 000,00 ₽",05.06.2024,05.06.2024,13.06.2024,Товар
93,329200062224004614,Подача заявок,Оказание услуг по изготовлению цветочной продукции,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","600 000,00 ₽",05.06.2024,05.06.2024,13.06.2024,Услуга
94,329200062224004613,Подача заявок,Поставка пилы ручной,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","8 537,67 ₽",05.06.2024,05.06.2024,17.06.2024,Товар
95,129200005324001611,Подача заявок,Поставка медицинских изделий (наборы для кардиоторакальной хирургической процедуры),КОМИТЕТ ПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ В СФЕРЕ ЗАКУПОК ВОЛГОГРАДСКОЙ ОБЛАСТИ,"13 098 583,30 ₽",30.05.2024,05.06.2024,11.06.2024,Товар
96,329200062224004612,Подача заявок,Поставка пилы циркуляционной,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","8 452,33 ₽",05.06.2024,05.06.2024,17.06.2024,Товар
97,329200062224004611,Подача заявок,Поставка шлифмашины,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","5 842,67 ₽",05.06.2024,05.06.2024,17.06.2024,Товар
